STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2016,,93.59,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2017,,101.08,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2018,,105.99,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2019,,113.82,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2020,,121.97,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2021,,126.59,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2022,,133.91,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2023,,136.38,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HR,Croatia,2024,,157.30,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2015,,101.14,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2016,,106.21,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2017,,111.15,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2018,,117.19,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2019,,126.72,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2020,,138.36,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2021,,147.66,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2022,,150.95,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2023,,152.10,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,HU,Hungary,2024,,150.55,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2015,,101.50,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2016,,105.98,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2017,,107.28,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2018,,115.99,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2019,,117.30,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2020,,124.10,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2021,,135.50,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2022,,138.27,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2023,,130.61,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IE,Ireland,2024,,133.57,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2015,,96.28,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2016,,104.91,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2017,,113.39,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2018,,122.60,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2019,,120.32,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IS,Iceland,2020,,122.35,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2015,,90.53,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2016,,92.74,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2017,,94.45,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2018,,94.93,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2019,,95.54,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2020,,99.94,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2021,,97.12,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2022,,101.00,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2023,,99.03,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,IT,Italy,2024,,97.20,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2015,,116.63,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2016,,127.95,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2017,,138.15,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2018,,149.71,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2019,,160.66,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2020,,178.27,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2021,,198.17,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2022,,199.72,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2023,,185.98,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LT,Lithuania,2024,,186.89,,p,provisional,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2015,,97.08,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2016,,90.34,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2017,,99.86,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2018,,92.84,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2019,,95.97,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2020,,98.28,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2021,,110.32,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2022,,113.72,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2023,,110.54,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LU,Luxembourg,2024,,114.53,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2015,,122.48,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2016,,133.46,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2017,,138.41,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2018,,149.29,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2019,,162.54,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2020,,170.54,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2021,,182.19,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2022,,191.82,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2023,,179.56,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,LV,Latvia,2024,,187.51,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2015,,118.19,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2016,,117.39,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2017,,124.07,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2018,,124.71,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2019,,127.33,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2020,,132.66,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2021,,138.08,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2022,,146.11,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2023,,143.62,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,MT,Malta,2024,,146.76,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2015,,95.89,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2016,,102.17,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2017,,105.78,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2018,,106.45,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2019,,107.36,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2020,,109.62,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2021,,119.50,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2022,,120.70,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2023,,107.07,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NL,Netherlands,2024,,112.46,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2015,,113.42,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2016,,113.60,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2017,,110.34,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2018,,111.47,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2019,,110.45,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2020,,114.03,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2021,,109.50,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2022,,109.09,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2023,,108.85,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,NO,Norway,2024,,112.56,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2015,,109.32,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2016,,116.60,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2017,,123.06,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2018,,130.62,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2019,,140.07,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2020,,155.73,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2021,,160.65,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2022,,169.11,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2023,,172.25,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PL,Poland,2024,,178.73,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2015,,89.82,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2016,,93.04,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2017,,95.49,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2018,,96.88,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2019,,102.70,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2020,,110.34,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2021,,113.43,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2022,,111.60,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2023,,110.83,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,PT,Portugal,2024,,112.60,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2015,,98.14,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2016,,104.27,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2017,,119.24,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2018,,143.73,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2019,,164.95,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2020,,179.37,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2021,,202.27,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2022,,225.58,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2023,,240.41,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,RO,Romania,2024,,262.21,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2015,,109.33,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2016,,110.98,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2017,,112.03,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2018,,112.63,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2019,,112.62,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2020,,115.34,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2021,,117.12,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2022,,115.78,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2023,,114.40,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SE,Sweden,2024,,115.21,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2015,,95.86,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2016,,96.56,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2017,,99.75,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2018,,102.32,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2019,,106.62,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2020,,110.12,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2021,,115.21,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2022,,121.17,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2023,,120.94,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SI,Slovenia,2024,,122.59,,,,,
